Tile_06 2,208 992 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,272 992 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,336 992 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,400 992 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,464 992 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,528 992 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,592 992 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,592 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,528 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,464 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,400 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,336 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,272 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,208 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,144 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,080 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 2,016 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_06 1,952 1,056 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_06.png
Tile_08 32 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_08.png
Tile_09 96 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 224 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 480 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 608 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 736 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 864 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 992 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 1,120 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 1,248 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 1,376 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 1,504 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_11 1,632 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_11.png
Tile_10 1,568 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 1,440 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 1,312 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 1,184 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 1,056 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 928 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 800 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 672 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 544 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 352 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 416 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 288 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 160 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 1,952 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 2,080 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 2,208 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 2,400 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 2,528 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_10 2,592 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_10.png
Tile_11 2,656 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_11.png
Tile_08 1,888 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_08.png
Tile_09 2,016 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 2,144 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 2,272 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 2,336 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
Tile_09 2,464 1,120 64 64 ..\..\Binary\Resources\Sprite\Tile\Tile_09.png
3
3
Collision
0 583 1,015 388 415
0 13 1,649 597 1,092
0 1,867 2,679 595 1,089
